Id,Titre,Date,Url
2ffd3741-0b42-4bae-8410-1c64e926bc75_1,Clément Beaune - Anne Rosencher - Thomas Legrand - Jérome Jaffré - Patrick Tudoret,1679378400,https://rf.proxycast.org/d2472850-db07-4d2c-83a9-999ac2e0aae2/10241-21.03.2023-ITEMA_23323563-2023F10761S0080-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
da3e7306-61ce-411e-bd3e-e4e603433db6_1,François Villeroy de Galhau - Charles de Courson - Mireille Dumas,1679292000,https://rf.proxycast.org/328ae152-1e4b-4574-a4c8-fab293808d1b/10241-20.03.2023-ITEMA_23322277-2023F10761S0079-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
9974b4e4-4315-4e45-ba94-2c258531c0d5_1,Jean-Luc Mélenchon - Olivier Véran - Isabelle Yacoubou,1679032800,https://rf.proxycast.org/da274a85-0c42-4378-80ba-a1d68da7bdb0/10241-17.03.2023-ITEMA_23319958-2023F10761S0076-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
d86d1702-e51b-4706-ba8a-6783b3600792_1,Grégoire Ludig et David Marsais - François Ruffin - Ovidie ,1678946400,https://rf.proxycast.org/4057fd7d-a745-4390-a18d-38e6aacfeb00/10241-16.03.2023-ITEMA_23318699-2023F10761S0075-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
1feceebd-9c8f-466c-906e-171582ed9b9a_1,Arthur Teboul - Bruno Retailleau - Béatrice Penaud-Ducournau,1678860000,https://rf.proxycast.org/65fb1df8-0e35-4fce-80f9-c53f33be5be8/10241-15.03.2023-ITEMA_23317347-2023F10761S0074-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
93fead65-ed84-4f86-a1ee-0d6d65a3d08c_1,Delphine Minoui et Karine Meaux - Amélie Oudéa-Castéra - Julien Caquineau,1678773600,https://rf.proxycast.org/3296c5f2-408e-4276-aa00-78fdb98c1bd3/10241-14.03.2023-ITEMA_23316154-2023F10761S0073-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
113cd551-356d-440f-b037-9d88c341a0e7_1,Jérôme Fourquet - Gabriel Attal - Maryline Gygax Généro,1678687200,https://rf.proxycast.org/d3e1318a-6d6c-4a0d-9fc0-cc7d8d35da4b/10241-13.03.2023-ITEMA_23314831-2023F10761S0072-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
8f4af056-6504-444d-bef5-7ef1e1e87740_1,Inflation alimentaire : comment en sortir ? - Régis Debray et Claude Grange - Cybèle Idelot,1678428000,https://rf.proxycast.org/132f1c6f-2722-43ac-9f6e-c2d606815d58/10241-10.03.2023-ITEMA_23312436-2023F10761S0069-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
f6fde866-98f7-493f-936a-77528eeab1e6_1,Solène Chalvon-Fioriti - Marine Le Pen - Michel Pastoureau,1678341600,https://rf.proxycast.org/d5ccc07c-fce0-4f9e-8786-4e7d4f29a01e/10241-09.03.2023-ITEMA_23311173-2023F10761S0068-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
b759876a-1a21-4712-9521-92edea0c766e_1,Marine Tondelier - Olivier Dussopt - Christophe Nobili,1678255200,https://rf.proxycast.org/f956b036-49ba-4e41-a757-6353a7e94ed3/10241-08.03.2023-ITEMA_23309945-2023F10761S0067-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
514571fd-a637-445a-9ca8-26a4bdbe03de_1,Geoffroy de Lagasnerie - Laurent Berger - Myriam et Emile Ackermann,1678082400,https://rf.proxycast.org/3c70785a-5448-4e81-a880-90a591c80168/10241-06.03.2023-ITEMA_23307572-2023F10761S0065-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
4b746b88-9281-4907-a870-f0e8120b60c3_1,Le débat économique - François Héran - Lya Bavoil,1677823200,https://rf.proxycast.org/478916cb-a07d-4280-9037-f3239195d1a6/10241-03.03.2023-ITEMA_23305260-2023F10761S0062-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
b549f58c-f576-4c43-bb78-4ffc84f9758d_1,Le 7/9.30 du jeudi 02 mars 2023,1677736800,https://rf.proxycast.org/b38b4f07-9169-4a40-ac7f-8c73da7cbb2a/10241-02.03.2023-ITEMA_23304032-2023F10761S0061-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
df05736d-a05e-45ab-8472-b97dc89189b1_1,Sabrina Krief et Gilles Kleitz - Jordan Bardella - Valérie Lehoux ,1677650400,https://rf.proxycast.org/00aa3221-6347-4c91-b38b-5502032222b4/10241-01.03.2023-ITEMA_23302770-2023F10761S0060-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
99e8d6a2-6ed6-4377-affb-a0e1f9387169_1,Rebecca Marder - Nadia Tereszkiewicz - Aurélien Pradié - Julien Dossena,1677564000,https://rf.proxycast.org/6b491636-5dfe-43e3-8631-f3fd954de406/10241-28.02.2023-ITEMA_23301507-2023F10761S0059-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
20b36c52-f238-4ede-a8a9-db399eaa3918_1,François Braun - Dominique Schelcher - Edouard Bergeon - Bernard et Sylvie Dahetze,1677477600,https://rf.proxycast.org/effa6aad-0156-404e-a4ee-d6ff9e25e609/10241-27.02.2023-ITEMA_23300259-2023F10761S0058-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
9b7f1d1f-4297-4244-9f44-693cef25826b_1, Guerre en Ukraine : Les sanctions économiques sont-elles efficaces ? - Frédéric Gros - Hugues Pernet,1677218400,https://rf.proxycast.org/750fc98f-3f1c-4952-ae10-d3ab968d590d/10241-24.02.2023-ITEMA_23297997-2023F10761S0055-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
c77827b4-89fa-4978-9df3-57485f47f03d_1,Olga et Sasha Kurovska - Olivier Véran - Gilles Clément,1677132000,https://rf.proxycast.org/53ee3def-446c-4e85-9f59-9d1d01f864a2/10241-23.02.2023-ITEMA_23296879-2023F10761S0054-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
13d59a8c-b67a-49c1-945c-28f2b65ffb79_1,Hugh Jackman - Florian Zeller - Pierre Servent - Romain Goupil - Galia Ackerman - Lucia Teixeira,1677045600,https://rf.proxycast.org/bdcaf533-76c9-4516-894c-be8bcc2c96ec/10241-22.02.2023-ITEMA_23295758-2023F10761S0053-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
94d35f0f-27fa-4441-b566-07bb79dfe942_1,Frans Timmermans - Magali Reghezza - Léa Falco - Jenny Bel'Air,1676959200,https://rf.proxycast.org/ddb3efbe-ef6d-41d6-9f61-99a1168e239f/10241-21.02.2023-ITEMA_23294582-2023F10761S0052-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
5ff33310-f7aa-4ca4-9e1e-c93300945128_1,Chloé Morin - Dominique de Villepin - Bernard-Henri Lévy,1676872800,https://rf.proxycast.org/3eda84a8-f817-49e5-af8d-9afad971fa51/10241-20.02.2023-ITEMA_23293399-2023F10761S0051-22.mp3?project=fbfc1511-1520-4eff-8a2b-0620f4f06b5a
